newspaper,title,mapped_title_sentiment,new_content_sentiment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Mindset change behind success: Duckett,NEGATIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Denis Villeneuve to helm next 'Bond' film,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,CII holds Muharram peace conference,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,'Are you trying to pressure court?',NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,KCCI slams FBR proposals,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"Savouring history: a reflection on food, art and culture",NEGATIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Tensions flare as PA clears Rs3.67tr in grants,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Raducanu's suffers Eastbourne exit,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,12-day war,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,US claims strikes on Iran N-programme a success,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,RDA officers fail to satisfy probe panel,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Elderly man tortured over financial dispute,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"DEO fires, reinstates teachers, sparks uproar",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,NA passes Finance Bill with Rs463b new taxes,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Countries agree on 10% UN climate budget rise,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Govt plans new housing scheme,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,CB refuses to adjourn reserved seats case till Aug,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Ex-lawmaker files post-arrest bail,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"SHO, three cops booked for 'extortion'",NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,SC calls for review of Nikahnama form,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Disney's 'Hercules' opens in London West End theatre,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,K-P CM warns Centre of tit-for-tat response,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"ANP slams budget, 18th amendment assault",POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Israel halts aid into Gaza,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Pak presence in FIH League in limbo,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Child's killer dies in 'police encounter',NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Ashura to fall on July 6,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,The current situation in Afghanistan,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Escalation hotspot,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"1,800kg of chicken destroyed",POSITIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Glastonbury begins amid controversy,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,UN charter 'not an a la carte menu',NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,SBP reserves drop by $2.7b,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"Netanyahu, Trump 'agree' on ending war",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"Trump wants more missiles, drones",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Law commission to appoint provincial reps,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Grok churns out fake facts about Israel-Iran war,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,'India's nuclear posture alarming',POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Body found in drain identified as schoolteacher,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,SMEs with product ideas to compete in US,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,The useless war,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,US tightens visa rules for Pakistani applicants,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,PSX faces profit-taking after two days of gains,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"PHC orders LG funds, shields Swati",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,"Selfies at Gawalmandi, silence elsewhere",POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Pindi devises Muharram traffic plan,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Seven dead as monsoon rains batter Punjab,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Economic team lauded for 'balanced budget',NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tribune,Pacquiao 'hungry' for comeback after four-year layoff,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Salutes, smiles and solidarity: Rare display of Shehbaz Sharif’s vision of institutional harmony",POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Qalandars claim third PSL title with dominant six-wicket win over Gladiators,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,China will never allow any country to violate Pakistan’s borders or sovereignty: Chinese scholar,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Loss of life in thunderstorm to be compensated: PDMA,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Iraq’s water reserves lowest in 80 years: official,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,China possibly ‘obstructing Sutlej flow into India’: Indian expert,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Khuzdar blast toll rises to eight,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,9 terrorists killed in three KP IBOs,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Bangladesh court begins first trial of Hasina-era officials,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Bangladesh’s Yunus seeks unity with fresh political talks,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,172 senior officers waiting for postings for two weeks,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,12 killed as Russia pummels Ukraine with biggest ever drone attack,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Maryam abolishes birth and death registration fee in Punjab,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Water expert informs António Guterres...: India unveils plans for 10MW hydropower projects in Ladakh,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,‘Stateless overnight’: Kuwait strips tens of thousands of citizenship,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Miss England Maggie quits Miss World contest halfway in India,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Anti-polio drive launched to vaccinate 45m children across country,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Pakistan’s measured response to India earned global recognition: Gilani,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Villagers briefly boycott anti-polio drive,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,At UNSC: Pakistan warns against India’s malevolent designs to block water flow,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,FPCCI extends tenure of office-bearers for one year,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Sanaullah calls for roadmap to boost agricultural productivity,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,CM terms eliminating plastic a collective responsibility,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,SSWMB to register offal collection vehicles ahead of Eidul Azha,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,‘Voice is as essential a personality aspect as face and attire’,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Man killed by younger brother over property dispute,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Another education board chairman resigns,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,‘Govt to provide funds to NGO-run schools only if they show judicious use of public money’,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Female cotton workers launch climate literacy campaign in Matiari,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Women among four injured in firing incidents,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,SHC dismisses bail plea in narcotics case,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Saddar TMC chairman promises resolution of residents’ concerns,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,CBC completes preparations for monsoon rains,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,CITY PULSE,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Career counselling: questions and answers,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Bike impounded with 313 e-challans, Rs335,300 fine",NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"More thunderstorm, heavy rainfall likely",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Tender notices’ advertisements restored under previous policy,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Cotton cultivated at over 3.1m acres in Punjab, says secy",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Man dies as under-construction house wall collapses,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Citizen complains against Jalalpur Pirwala admin,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Couple murdered for ‘honour’,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Three arrested for killing man,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,PPSC chairman visits exam centres,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Minister listens to people’s problems,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,‘Russian Centre for Science’ set up,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,A celebration of cultures through cuisine,POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Rishte Aur Ferishte staged at PAC,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Pindi’s water management agencies struggling to address shortages,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,MIH celebrates International Nurses Day,POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,FGEHA gears up to launch housing projects in 13 major cities,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,‘CM’s far-sighted approach to transform Punjab’s environment soon’,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Report on out-of-school children to be launched today,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,AIOU holds event to empower youth,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Fazaia Medical College convocation ceremony at Air University,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,PNCA hosts therapeutic pottery workshop,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"ABP&AW hold second ‘Book Shaw’, free medical camp",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Preventing childhood paralysis: Joint efforts stressed to cope with situation,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Cop shot injured,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Two youths shot dead in Bajaur,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Wildlife department hero laid to rest,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Transgender shot dead,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,IGP inaugurates police post in Abbottabad,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Pesco agrees to reduce loadshedding after threat of polio boycott,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Three-day Tablighi Ijtema concludes,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"18 arrested, weapons recovered in Kohat search operations",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Muqam briefed on DHQ Hospital solarisation,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Business chambers moot: Speakers call for introducing economic reforms,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Tourists flock to Malam Jabba as rainfall turns weather pleasant,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Alleged killer of boy arrested in Lakki Marwat,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Man, mother shot dead",NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Verona bags sixth win for Lidl as Giro hits mountains,POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Arshad declared best Asian athlete by AAA president,POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Wooden spooners Chennai end IPL with big win over Gujarat,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Shoaib scoops singles title in Federal Cup tennis,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Roland Garros pays tribute to retired ‘King of Clay’ Nadal,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Norris wins ‘dream’ maiden Monaco Grand Prix,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Real Madrid ‘legend’ Alonso returns as new coach,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Sadom qualifies for British Open with Korea win,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Russo says Champions League triumph just the start for Arsenal women,POSITIVE,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,First batch of Bangladesh cricket team arrives,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Alam clinches President PGA Professional Golf crown,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Pakistan’s Bano wins gold medal at Asian Ju-Jitsu,NEUTRAL,POSITIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,India’s new Test captain Gill relishes ‘exciting’ challenge,POSITIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Abdullah makes exit from Jansher Squash,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,N Korea detains officials over warship accident,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,George Floyd’s uncertain legacy marked in US five years on,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,German ruling party figure urges Nord Stream talks with Russia,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Macron arrives in Vietnam for Southeast Asia tour,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Thousands rally in Warsaw for Polish presidency rivals,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Turkiye, PKK must both change for peace: former militant",NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"Malaysia calls for Myanmar truce extension, pushes for peace deal",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,"In India’s congested cities, delivery apps cash in",NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,French authorities blame sabotage for second power blackout,NEGATIVE,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Australia airdrops supplies to farmers stranded by floods,NEUTRAL,NEGATIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Uganda suspends military cooperation with Germany,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Over 500 migrants rescued off Greek island in recent days,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Six die in Switzerland weekend mountain accidents,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Italian man kidnapped in bizarre NY crypto plot,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Vietnam police detain man over damage to ancient throne,NEGATIVE,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Imran to give call for ‘big movement’: Aleema,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The News,Judges’ transfer involves opinions from four judicial forums: Justice Mazhar,NEUTRAL,NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
